"city","PD_test_1","PD_test_2","age","education","gender","hukou","industry","firm_size","attention_check","similar_situations","population","treatment","cooperation","own_company","income","employment_status","treatment_agree"
"Wenzhou","16.5","26.3",27,"college degree","female","urban","家具","101-300","5","no","non-managers","R",1,"no","60-100k","employed",3
"Wenzhou","16.5","6.6",23,"some college","female","urban","互联网行业","10-100","5","yes","non-managers","N",1,"no","30-60k","employed",2
"Wenzhou","16.5","6.6",28,"some college","female","rural","电商","101-300","5","yes","non-managers","R",1,"yes","100-150k","employed",3
"Wenzhou","16.5","6.6",38,"some college","female","urban","销售"," less than 10","5","no","non-managers","N",0,"no","60-100k","employed",4
"Wenzhou","16.5","6.6",26,"college degree","male","rural","金融","101-300","5","no","non-managers","N",0,"yes","100-150k","employed",4
"Wenzhou","16.5","6.6",25,"some college","male","urban","制造业","101-300","5","no","non-managers","N",0,"no","60-100k","self employed",3
"Wenzhou","16.5","6.6",33,"college degree","male","urban","建筑","101-300","5","no","non-managers","R",0,"no","100-150k","self employed",2
"Wenzhou","16.5","6.6",35,"college degree","male","urban","保险","more than 500","5","yes","non-managers","R",1,"yes","more than 150k","employed",3
"Wenzhou","16.5","6.6",18,"college degree","female","urban",NA,NA,"5","no","non-managers","R",0,"prefer not to answer","100-150k","unemployed",1
"Wenzhou","16.5","6.6",31,"high school","female","rural","汽车行业","more than 500","5","no","non-managers","R",0,"no","30-60k","employed",2
"Wenzhou","16.5","6.6",28,"college degree","male","urban","发展趋势逐渐增加","301-500","5","yes","non-managers","R",1,"yes","more than 150k","self employed",4
"Wenzhou","16.5","6.6",22,"college degree","female","rural",NA,NA,"5","yes","non-managers","N",0,"yes","30-60k","unemployed",2
"Wenzhou","33","6.6",27,"college degree","male","urban","公共交通","more than 500","5","yes","non-managers","R",0,"yes","more than 150k","employed",4
"Wenzhou","16.5","6.6",35,"college degree","female","rural","金融业","more than 500","5","no","non-managers","N",0,"no","more than 150k","employed",2
"Wenzhou","16.5","6.6",20,"college degree","female","urban",NA,NA,"5","yes","non-managers","R",0,"no","60-100k","unemployed",3
"Wenzhou","16.5","6.6",26,"college degree","male","rural","制造业","301-500","5","no","non-managers","R",0,"yes","100-150k","employed",1
"Wenzhou","16.5","6.6",27,"college degree","female","urban","运输业","101-300","5","no","non-managers","N",0,"yes","more than 150k","employed",1
"Wenzhou","16.5","6.6",26,"some college","male","rural","服装设计","10-100","5","no","non-managers","R",0,"yes","more than 150k","employed",1
"Wenzhou","16.5","6.6",26,"college degree","male","urban","制造业","101-300","5","no","non-managers","N",0,"yes","more than 150k","employed",1
"Wenzhou","16.5","6.6",26,"college degree","male","rural",NA,NA,"5","no","non-managers","N",0,"yes","60-100k","unemployed",4
"Wenzhou","16.5","6.6",24,"advanced degree","male","rural",NA,NA,"5","no","non-managers","R",0,"yes","100-150k","unemployed",4
"Wenzhou","16.5","6.6",28,"college degree","female","urban","互联网","10-100","5","no","non-managers","R",0,"no","more than 150k","employed",5
"Wenzhou","16.5","6.6",25,"college degree","male","urban","制造业","101-300","5","yes","non-managers","N",0,"yes","100-150k","employed",4
"Wenzhou","16.5","6.6",26,"some college","female","rural","服务行业","10-100","5","no","non-managers","R",1,"no","100-150k","employed",5
"Wenzhou","16.5","6.6",26,"college degree","male","urban","信息","301-500","5","yes","non-managers","R",1,"yes","100-150k","self employed",3
"Wenzhou","16.5","6.6",22,"college degree","female","urban",NA,NA,"5","yes","non-managers","N",1,"no","60-100k","unemployed",4
"Wenzhou","16.5","6.6",22,"some college","male","rural","京东物流","more than 500","5","yes","non-managers","N",0,"no","60-100k","employed",2
"Wenzhou","16.5","6.6",33,"some college","male","urban","医疗","10-100","5","no","non-managers","N",1,"yes","100-150k","employed",4
"Wenzhou","16.5","6.6",24,"college degree","female","urban","日用品","101-300","5","no","non-managers","N",0,"yes","more than 150k","employed",4
"Wenzhou","16.5","6.6",22,"college degree","female","rural",NA,NA,"5","no","non-managers","R",1,"no","30-60k","unemployed",2
"Wenzhou","16.5","6.6",24,"college degree","male","urban","材料","10-100","5","no","non-managers","R",1,"no","100-150k","employed",3
"Nanjing","16.5","6.6",22,"college degree","female","urban",NA,NA,"5","yes","non-managers","R",0,"no","100-150k","unemployed",3
"Nanjing","16.5","6.6",24,"advanced degree","female","rural",NA,NA,"5","yes","non-managers","R",1,"yes","more than 150k","unemployed",5
"Nanjing","16.5","16.5",25,"advanced degree","female","urban","教育","301-500","5","yes","non-managers","N",1,"no","100-150k","employed",3
"Nanjing","16.5","6.6",20,"college degree","female","urban",NA,NA,"5","no","non-managers","N",1,"no","100-150k","unemployed",4
"Nanjing","16.5","6.6",22,"college degree","female","urban",NA,NA,"5","no","non-managers","R",1,"no","60-100k","unemployed",1
"Nanjing","16.5","6.6",27,"college degree","male","urban","制造业","101-300","5","yes","non-managers","R",1,"no","more than 150k","employed",4
"Nanjing","33","13",26,"college degree","female","urban","电商行业京东客服部","more than 500","5","no","non-managers","N",1,"no","more than 150k","employed",2
"Nanjing","16.5","6.6",22,"college degree","female","rural",NA,NA,"5","yes","non-managers","R",0,"no","30-60k","unemployed",4
"Nanjing","16.5","6.6",24,"some college","female","rural","医疗","more than 500","5","yes","non-managers","N",1,"no","100-150k","employed",4
"Nanjing","16.5","6.6",25,"college degree","male","rural","餐饮业","more than 500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Nanjing","16.5","6.6",25,"college degree","male","rural",NA,NA,"5","no","non-managers","R",0,"no","100-150k","unemployed",2
"Nanjing","16.5","6.6",28,"college degree","female","urban","轻工业","101-300","5","no","non-managers","N",1,"no","more than 150k","employed",5
"Nanjing","16.5","9.9",25,"some college","male","rural","刀具","10-100","5","yes","non-managers","N",1,"no","60-100k","employed",4
"Nanjing","16.5","6.6",20,"college degree","female","rural",NA,NA,"5","yes","non-managers","N",1,"no","30-60k","unemployed",2
"Nanjing","16.5","3.3",26,"some college","male","urban","建筑","10-100","5","yes","non-managers","R",1,"yes","100-150k","employed",2
"Nanjing","16.5","6.6",28,"college degree","female","urban","新能源","more than 500","5","no","non-managers","R",0,"no","more than 150k","employed",3
"Nanjing","33","13.2",19,"college degree","female","urban",NA,NA,"5","yes","non-managers","N",1,"no","100-150k","unemployed",3
"Nanjing","16.5","6.6",33,"college degree","female","urban","房地产","more than 500","5","no","non-managers","R",0,"no","100-150k","employed",5
"Nanjing","16.5","6.6",22,"college degree","female","rural","制造业","10-100","5","no","non-managers","N",1,"no","30-60k","employed",4
"Nanjing","165","66",24,"college degree","female","urban",NA,NA,"5","no","non-managers","N",0,"yes","100-150k","unemployed",4
"Nanjing","16.5","6.6",22,"college degree","female","rural",NA,NA,"5","no","non-managers","N",0,"no","60-100k","unemployed",4
"Nanjing","16.5","6.6",28,"college degree","female","urban","制造业","more than 500","5","no","non-managers","R",0,"yes","more than 150k","employed",2
"Nanjing","16.5","6.6",32,"college degree","male","urban","制造业","101-300","5","yes","non-managers","R",0,"yes","100-150k","employed",3
"Nanjing","16.5","6.6",38,"college degree","male","urban","餐饮","10-100","5","yes","non-managers","N",0,"yes","30-60k","employed",4
"Nanjing","16.5","6.6",29,"college degree","female","urban"," 制造业","101-300","5","no","non-managers","N",1,"no","100-150k","employed",4
"Nanjing","16.5","6.6",31,"college degree","female","rural","船舶附件制造","10-100","5","no","non-managers","N",0,"yes","more than 150k","employed",5
"Nanjing","16.5","6.6",36,"college degree","male","urban","服务","101-300","5","no","non-managers","R",1,"no","100-150k","employed",2
"Nanjing","24","25",29,"college degree","female","urban","金融","10-100","5","yes","non-managers","N",0,"yes","100-150k","employed",4
"Nanjing","16.5","26.3",41,"some college","female","rural","超市","10-100","5","yes","non-managers","R",0,"yes","60-100k","self employed",2
"Nanjing","16.5","6.6",40,"high school","female","rural","学校","10-100","5","yes","non-managers","R",1,"yes","100-150k","employed",3
"Nanjing","16.5","6.6",26,"college degree","female","rural","外贸","101-300","5","no","non-managers","N",1,"no","100-150k","employed",4
"Nanjing","16.5","6.6",33,"college degree","female","urban","服务业","101-300","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Nanjing","26.3","6.6",30,"high school","male","urban","速筑公司","10-100","5","no","non-managers","R",1,"yes","60-100k","employed",3
"Nanjing","16.5","6.6",29,"college degree","female","urban","贸易","10-100","5","no","non-managers","R",1,"no","100-150k","employed",5
"Nanjing","16.5","6.6",26,"college degree","male","urban","机械制造","101-300","5","yes","non-managers","N",1,"yes","100-150k","employed",4
"Nanjing","16","6.6",38,"college degree","female","urban","通信","10-100","5","no","non-managers","R",1,"yes","more than 150k","employed",4
"Nanjing","16.5","6.6",32,"advanced degree","female","urban","网络运营","10-100","5","yes","non-managers","N",0,"yes","more than 150k","self employed",5
"Nanjing","165","66",20,"college degree","female","urban",NA,NA,"5","no","non-managers","N",0,"no","more than 150k","unemployed",2
"Nanjing","16.5","6.6",28,"college degree","female","urban","金融贸易","10-100","5","no","non-managers","R",1,"no","60-100k","employed",4
"Nanjing","16.5","6.6",32,"college degree","female","urban","电力安装","more than 500","5","yes","non-managers","R",0,"no","more than 150k","employed",4
"Nanjing","16.5","6.6",24,"college degree","female","urban","运输","more than 500","5","no","non-managers","R",0,"no","30-60k","employed",3
"Nanjing","16.5","6.6",29,"college degree","female","rural","商业","301-500","5","no","non-managers","R",1,"no","more than 150k","employed",4
"Nanjing","16.5","6.6",20,"some college","female","urban",NA,NA,"5","no","non-managers","R",1,"no","less than 30k","unemployed",4
"Nanjing","16.5","6.6",25,"college degree","male","rural","制造业","101-300","5","no","non-managers","N",0,"yes","60-100k","employed",4
"Nanjing","16.5","6.6",27,"college degree","female","urban","金融业","101-300","5","no","non-managers","N",1,"no","100-150k","employed",4
"Nanjing","16.5","6.6",28,"college degree","female","urban","保险业","101-300","5","no","non-managers","R",0,"no","more than 150k","employed",4
"Nanjing","16.5","6.6",20,"some college","female","urban",NA,NA,"5","yes","non-managers","N",1,"no","100-150k","unemployed",4
"Nanjing","16.5","6.6",31,"college degree","female","urban","销售","10-100","7","no","non-managers","N",0,"no","60-100k","employed",5
"Nanjing","16.5","6.6",35,"college degree","female","urban","服务业","101-300","5","no","non-managers","R",0,"no","100-150k","employed",4
"Nanjing","16","26",21,"some college","male","rural","娱乐类","10-100","5","yes","non-managers","R",1,"no","30-60k","employed",2
"Nanjing","16.5","6.6",42,"college degree","male","urban","商业","10-100","5","yes","non-managers","R",1,"yes","100-150k","employed",4
"Nanjing","16.5","6.6",34,"college degree","female","urban","建筑","101-300","5","no","non-managers","N",0,"no","30-60k","employed",2
"Nanjing","16.5","6.6",32,"advanced degree","female","urban","培训机构","10-100","5","yes","non-managers","R",1,"yes","100-150k","employed",2
"Nanjing","16.5","6.6",29,"college degree","male","urban","旅游业","101-300","5","no","non-managers","R",0,"no","more than 150k","employed",5
"Nanjing","16.5","6.6",32,"advanced degree","male","urban","金融行业","301-500","5","no","non-managers","R",0,"yes","more than 150k","employed",4
"Nanjing","16.5","6.6",33,"advanced degree","female","rural","研究，教育","more than 500","5","idk","non-managers","R",1,"no","100-150k","employed",1
"Nanjing","16.5","6.6",31,"college degree","female","urban","金融行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Nanjing","16.5","6.6",33,"college degree","male","urban","教育行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Nanjing","16.5","6.6",28,"college degree","female","urban","计算机行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Nanjing","16.5","6.6",32,"college degree","female","urban","房地产","more than 500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",29,"college degree","female","urban","教育行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",31,"college degree","male","urban","建筑行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",32,"college degree","female","urban","医疗行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",45,"high school","male","urban","化学工业","more than 500","5","no","non-managers","R",0,"no","60-100k","employed",4
"Changzhou","3","6.6",32,"some college","female","rural","制造业","more than 500","5","yes","non-managers","R",1,"no","100-150k","employed",3
"Changzhou","16.5","6.6",28,"college degree","male","urban","工程","more than 500","5","no","non-managers","R",1,"yes","more than 150k","employed",4
"Changzhou","16.5","6.6",23,"college degree","female","urban",NA,NA,"5","no","non-managers","N",0,"no","100-150k","unemployed",3
"Changzhou","16.5","6.6",35,"college degree","male","urban","人工智能","301-500","5","no","non-managers","N",1,"no","more than 150k","employed",2
"Changzhou","16.5","6.6",42,"college degree","female","urban","卫生技术行业","10-100","5","no","non-managers","R",0,"yes","more than 150k","employed",1
"Changzhou","16.5","6.6",22,"college degree","female","rural","电子商务","10-100","5","no","non-managers","R",1,"no","30-60k","employed",3
"Changzhou","16.5","6.6",22,"college degree","male","rural",NA,NA,"5","no","non-managers","R",0,"yes","100-150k","unemployed",3
"Changzhou","16.5","6.6",28,"college degree","female","urban","信息","101-300","5","yes","non-managers","R",0,"no","100-150k","employed",2
"Changzhou","33","13.2",28,"college degree","female","urban","建筑","101-300","5","yes","non-managers","R",0,"yes","more than 150k","employed",3
"Changzhou","16.5","6.6",33,"college degree","male","urban","金融行业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",29,"college degree","female","urban","旅游业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",32,"college degree","male","urban","房地产","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",31,"college degree","male","urban","建筑业","more than 500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",35,"advanced degree","female","urban","互联网","101-300","5","no","non-managers","N",0,"yes","more than 150k","employed",3
"Changzhou","16.5","6.6",28,"college degree","female","urban","信息技术","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",25,"advanced degree","male","urban","通讯","more than 500","5","yes","non-managers","R",0,"no","100-150k","employed",2
"Changzhou","16.5","6.6",30,"college degree","male","urban","教育行业","101-300","5","yes","non-managers","N",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",41,"college degree","male","urban","金融","more than 500","5","yes","non-managers","R",1,"yes","more than 150k","employed",2
"Changzhou","16.5","6.6",29,"college degree","female","rural","化工业","10-100","5","yes","non-managers","R",0,"no","60-100k","self employed",4
"Changzhou","16.5","6.6",29,"college degree","male","urban","IT","301-500","5","no","non-managers","R",0,"no","more than 150k","employed",5
"Changzhou","16.5","6.6",31,"college degree","female","urban","污水","101-300","5","no","non-managers","N",1,"yes","more than 150k","employed",2
"Changzhou","16.5","6.6",24,"advanced degree","female","rural","互联网","more than 500","5","yes","non-managers","R",0,"no","100-150k","employed",3
"Changzhou","16.5","6.6",20,"some college","female","urban",NA,NA,"5","no","non-managers","R",0,"no","100-150k","unemployed",3
"Changzhou","26.3","6.6",45,"some college","male","urban","制造业","10-100","5","yes","non-managers","R",1,"yes","100-150k","employed",4
"Changzhou","16.5","6.6",36,"college degree","male","rural","南京固华智能科技","10-100","5","no","non-managers","N",0,"yes","more than 150k","employed",2
"Changzhou","16.5","6.6",26,"advanced degree","female","rural","电子产业","101-300","5","no","non-managers","N",0,"no","100-150k","employed",2
"Changzhou","16.5","3.3",30,"some college","female","rural","电子","301-500","5","no","non-managers","R",1,"yes","30-60k","employed",4
"Changzhou","16.5","6.6",43,"college degree","male","urban","教育","more than 500","5","no","non-managers","N",1,"no","100-150k","employed",4
"Changzhou","16.5","165",31,"college degree","male","urban","金融","more than 500","5","yes","non-managers","N",1,"no","more than 150k","employed",2
"Changzhou","16.5","6.6",33,"college degree","male","urban","林辰科技","101-300","5","no","non-managers","R",1,"no","100-150k","employed",4
"Changzhou","16.5","6.6",31,"college degree","female","rural","制造业","301-500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",31,"college degree","male","urban","互联网信息技术","more than 500","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",33,"college degree","male","rural","通讯设备","301-500","5","no","non-managers","R",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",25,"college degree","female","urban","教育","101-300","5","no","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",40,"some college","female","urban","商业性","101-300","5","yes","non-managers","R",0,"no","100-150k","employed",3
"Changzhou","16.5","6.6",39,"some college","female","rural","服务行业","10-100","5","no","non-managers","N",1,"yes","60-100k","employed",1
"Changzhou","16.5","6.6",28,"college degree","male","urban","商贸服务","10-100","5","no","non-managers","R",1,"yes","100-150k","employed",5
"Changzhou","2555","44",24,"college degree","male","urban","凤飞飞","10-100","4","yes","non-managers","N",1,"yes","60-100k","self employed",5
"Changzhou","16.5","6.6",33,"high school","female","rural","汽车部件","more than 500","5","yes","non-managers","N",1,"yes","more than 150k","employed",4
"Changzhou","16.5","6.6",35,"college degree","female","urban","电力","more than 500","5","no","non-managers","R",1,"no","100-150k","employed",2
"Changzhou","16.5","6.6",33,"college degree","male","urban","制造业","101-300","5","no","non-managers","R",0,"no","100-150k","employed",3
"Changzhou","16.5","6.6",28,"college degree","male","urban","能源","101-300","5","no","non-managers","R",1,"yes","100-150k","employed",2
"Changzhou","16.5","6.6",38,"some college","male","urban","公交公司","more than 500","5","no","non-managers","N",1,"yes","100-150k","employed",1
"Changzhou","16.5","6.6",30,"college degree","female","urban","建筑","10-100","5","no","non-managers","R",0,"yes","60-100k","employed",2
"Changzhou","16.6","6.6",25,"advanced degree","male","urban","咨询","10-100","5","no","non-managers","N",1,"no","30-60k","employed",2
"Changzhou","16.5","6.6",25,"college degree","male","urban","教育","101-300","5","no","non-managers","R",0,"no","100-150k","employed",4
"Changzhou","16.5","6.6",26,"college degree","male","rural","金融","101-300","5","no","non-managers","R",0,"no","100-150k","employed",4
"Changzhou","16.5","6.6",26,"college degree","female","urban","金融业","10-100","5","yes","non-managers","N",0,"no","more than 150k","employed",4
"Changzhou","3.3","26.3",35,"high school","male","rural","机械制造","10-100","5","yes","non-managers","R",0,"no","100-150k","employed",4
"Changzhou","16","6",27,"college degree","female","urban","能源化工","301-500","5","no","non-managers","N",1,"yes","100-150k","employed",2
"Changzhou","25","15",26,"college degree","male","urban","金融业","more than 500","2","idk","non-managers","R",1,"yes","60-100k","employed",2
"Changzhou","16.5","6.6",31,"college degree","male","urban","物流配送","101-300","5","no","non-managers","N",1,"no","more than 150k","employed",4
"Changzhou","16.5","6.6",32,"college degree","female","urban","通信技术行业","301-500","5","no","non-managers","R",1,"no","more than 150k","employed",2
"Changzhou","16.5","6.6",31,"college degree","male","urban","电子制造业","more than 500","5","no","non-managers","R",1,"yes","100-150k","employed",2
"Changzhou","16.5","6.6",24,"college degree","female","urban","广告","101-300","5","no","non-managers","N",1,"no","more than 150k","employed",1
"Changzhou","16.5","6.6",24,"college degree","male","urban","it","101-300","5","no","non-managers","N",0,"no","less than 30k","employed",4
